preco,ano_construcao,ano_Venda,m2,andar,tipo_Aquecimento,tempo_ate_onibus,tempo_ate_metro,qtde_elevadores,qtde_escritorios_publicos_perto,qtde_hospitais_perto,qtde_lojas_departamento_perto,qtde_shoppings_perto,qtde_estacionamentos_perto,qtde_escolas_fundamental1_perto,qtde_escolas_fundamental2_perto,qtde_escolas_medio_perto,qtde_universidades_perto
1239822,2005,2016,"53,140516",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
594690,2014,2016,"26,756064",7,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1380528,1993,2016,"84,913342",23,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1847784,2014,2016,"78,317229",6,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1014156,1993,2016,"59,829532",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1831854,2014,2016,"78,317229",19,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1858404,1993,2016,"163,602183",13,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1433628,1993,2016,"84,913342",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
785838,1992,2016,"59,45792",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1736280,2005,2016,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2070792,1993,2016,"163,602183",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
647784,2014,2016,"26,756064",13,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
2415924,2007,2016,"126,905498",17,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
844242,1992,2016,"59,829532",7,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1460172,2014,2016,"59,45792",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1502652,1992,2016,"134,523544",14,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
743358,1992,2016,"53,512128",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2707962,2014,2016,"116,314556",8,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
504420,2014,2016,"26,756064",2,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
2166366,2007,2016,"80,639804",16,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2761056,2007,2016,"152,639629",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2017698,1986,2016,"127,927431",12,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2920350,2007,2016,"152,639629",31,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1869024,2007,2016,"80,639804",4,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1646016,2006,2016,"83,891409",8,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1561056,2015,2016,"59,829532",5,individual,0~5min,5min~10min,10,3,2,1,1,0,3,3,3,2
2883180,2007,2016,"128,856461",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2033628,2007,2016,"80,639804",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
892032,1997,2016,"59,829532",7,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
2176986,2013,2016,"84,54173",33,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
647784,2013,2016,"39,576678",14,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2102652,2013,2016,"84,54173",8,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2017698,2013,2016,"84,263021",11,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2532738,2007,2016,"151,338987",9,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1019466,1986,2016,"73,672079",17,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1327428,1992,2016,"84,913342",5,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1592916,2008,2016,"77,016587",4,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1980528,2007,2016,"102,472009",20,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
435396,1992,2016,"32,980565",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
663714,2014,2016,"26,756064",12,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
669024,2014,2016,"26,756064",14,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
2230086,2014,2016,"101,450076",7,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
488490,1992,2016,"32,980565",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1141590,1993,2016,"59,829532",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1454862,2005,2016,"69,026929",14,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1141590,2005,2016,"53,140516",3,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
610614,2014,2016,"26,756064",5,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
2007078,2014,2016,"84,54173",17,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1752210,2008,2016,"77,016587",22,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1592916,2014,2016,"84,913342",23,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1423008,1993,2016,"84,913342",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1677876,2005,2016,"84,913342",15,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1805304,2007,2016,"102,472009",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1858404,2008,2016,"84,913342",11,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1884954,1993,2016,"134,802253",12,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1523892,2014,2016,"59,829532",12,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1805304,2014,2016,"78,317229",20,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1592916,1986,2016,"105,073293",5,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2761056,2007,2016,"141,119657",8,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2187606,2006,2016,"110,740376",13,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1980528,2007,2016,"80,639804",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1353978,1986,2016,"105,073293",12,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1630086,2006,2016,"83,891409",12,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
828318,1997,2016,"51,839874",2,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
2054862,2013,2016,"84,263021",14,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2017698,2015,2016,"84,54173",3,individual,5min~10min,5min~10min,24,1,1,2,1,1,2,1,1,1
1964598,2014,2016,"84,913342",20,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1991148,2014,2016,"84,54173",16,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1476102,2014,2016,"59,45792",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2123892,2014,2016,"84,913342",5,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1168140,1993,2016,"84,913342",13,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2240706,1993,2016,"163,602183",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2171676,2014,2016,"84,913342",16,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1173450,2005,2016,"53,140516",4,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2256636,2014,2016,"84,913342",21,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1115040,2005,2016,"53,140516",1,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1109730,1993,2016,"59,829532",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2230086,2014,2016,"84,913342",24,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1449552,2005,2016,"69,026929",17,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2176986,2014,2016,"84,913342",20,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
2707962,2014,2016,"116,314556",14,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1210614,2005,2016,"53,140516",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1938048,2008,2016,"84,913342",14,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1842474,2014,2016,"78,595938",15,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1712388,1986,2016,"121,981639",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1646016,2006,2016,"83,891409",9,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2628318,2007,2016,"152,639629",13,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2707962,2007,2016,"152,639629",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1608846,1986,2016,"105,073293",9,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
3026544,2007,2016,"179,116984",22,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1699110,2009,2016,"84,54173",16,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
2065482,2013,2016,"84,54173",10,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2150442,2013,2016,"84,54173",17,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2081412,2013,2016,"84,54173",12,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1699110,2006,2016,"84,54173",14,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1752210,2006,2016,"84,54173",8,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1420350,2006,2016,"59,086308",6,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1778760,2006,2016,"84,54173",7,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
376986,2014,2016,"14,492868",14,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
334512,2014,2016,"12,541905",12,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
334512,2014,2016,"12,541905",19,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
2176986,2007,2016,"118,265519",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2389380,2007,2016,"137,775149",16,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
584070,1986,2016,"47,194724",7,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1051326,1986,2016,"84,54173",14,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
2750442,2006,2016,"191,008568",8,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1619466,2005,2016,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1327428,1993,2016,"84,913342",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1879644,2014,2016,"78,317229",26,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
953094,1992,2016,"59,829532",17,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1699110,2005,2016,"84,913342",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2044242,2008,2016,"84,913342",10,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
2336280,2007,2016,"131,829357",23,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1051326,1993,2016,"59,829532",17,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1438938,2005,2016,"69,026929",17,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1438938,2005,2016,"69,026929",12,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1088490,1993,2016,"59,829532",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
568140,1992,2016,"32,980565",8,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1858404,2014,2016,"78,317229",25,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1454862,2014,2016,"59,45792",30,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2017698,1993,2016,"134,802253",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2288490,2007,2016,"126,905498",10,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1566366,2006,2016,"83,891409",9,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2097342,2007,2016,"80,639804",20,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1964598,1986,2016,"127,927431",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2750442,2007,2016,"141,119657",12,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2017698,2015,2016,"84,913342",23,individual,0~5min,5min~10min,10,3,2,1,1,0,3,3,3,2
1529202,2015,2016,"59,829532",11,individual,0~5min,5min~10min,10,3,2,1,1,0,3,3,3,2
1035396,1997,2016,"59,829532",9,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
2070792,2013,2016,"84,54173",21,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
904668,2013,2016,"59,829532",15,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
895644,2013,2016,"59,829532",10,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2033628,2013,2016,"84,263021",8,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1646016,2006,2016,"75,344333",17,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
331854,2014,2016,"12,541905",18,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
2336280,2007,2016,"123,932602",23,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2628318,2007,2016,"151,338987",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2814156,2007,2016,"157,00607",14,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1614156,2015,2016,"59,829532",20,individual,5min~10min,5min~10min,24,1,1,2,1,1,2,1,1,1
1853094,2006,2016,"84,913342",14,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2378760,2006,2016,"131,179036",2,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1746900,2006,2016,"75,994654",12,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2681412,2014,2016,"116,314556",12,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1953978,2014,2016,"78,317229",27,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1412388,2005,2016,"69,026929",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
477876,1992,2016,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
955752,1992,2016,"59,829532",8,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
716814,1992,2016,"59,45792",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2203536,2014,2016,"84,913342",26,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
2176986,2014,2016,"84,913342",4,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1884954,2014,2016,"78,595938",24,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1473450,2005,2016,"69,026929",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1239822,2005,2016,"53,140516",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1725660,2007,2016,"84,913342",31,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
2230086,2014,2016,"84,913342",27,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
2246016,2007,2016,"129,506782",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1534512,2014,2016,"59,829532",15,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2575218,2014,2016,"119,937773",2,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
716814,1992,2016,"53,512128",5,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1247784,2005,2016,"53,140516",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1465482,2014,2016,"59,45792",20,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1513272,2014,2016,"59,45792",6,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1008846,1993,2016,"59,829532",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2065482,2014,2016,"84,913342",20,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1035396,1993,2016,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1975218,2014,2016,"84,913342",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1486722,2014,2016,"59,45792",14,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1454862,2005,2016,"69,026929",9,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1980528,2014,2016,"84,913342",18,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
716814,1992,2016,"53,512128",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
3185838,2007,2016,"141,119657",28,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1858404,2007,2016,"80,639804",15,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
3175218,2007,2016,"152,639629",41,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1959288,2007,2016,"80,639804",12,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2628318,2007,2016,"128,856461",2,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1991148,2007,2016,"80,639804",7,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1643358,2009,2016,"84,54173",7,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
2113272,2013,2016,"84,263021",15,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1826544,2006,2016,"84,54173",20,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
738048,1985,2016,"54,534061",5,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
329202,2014,2016,"12,541905",19,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
361056,2014,2016,"14,86448",19,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
334512,2014,2016,"12,541905",14,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
1433628,2014,2016,"59,45792",17,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1380528,1993,2016,"84,913342",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1938048,2005,2016,"109,997152",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
650442,2014,2016,"26,756064",12,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
2787606,2014,2016,"119,937773",8,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2001768,2014,2016,"84,54173",27,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1725660,2008,2016,"77,016587",18,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1959288,2014,2016,"84,913342",6,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1996458,2014,2016,"84,913342",8,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1441590,2014,2016,"59,45792",5,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2176986,2014,2016,"84,913342",26,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1346016,2005,2016,"69,026929",2,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1061946,1993,2016,"59,829532",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1911504,2008,2016,"84,913342",11,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1486722,2014,2016,"59,829532",7,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1008846,1993,2016,"59,829532",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1964598,2007,2016,"102,472009",8,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
2076102,2014,2016,"84,54173",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2230086,2007,2016,"129,506782",20,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1181412,2005,2016,"53,140516",4,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1452210,2014,2016,"59,45792",7,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1619466,2005,2016,"84,913342",7,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2060172,2014,2016,"84,913342",13,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1263714,2005,2016,"53,140516",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1576986,2014,2016,"59,45792",21,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1667256,2005,2016,"84,913342",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1576986,2014,2016,"59,829532",17,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1449552,2014,2016,"59,45792",30,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1539822,2014,2016,"59,45792",7,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
716814,1992,2016,"59,45792",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2060172,2014,2016,"84,54173",23,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1146900,2015,2016,"59,829532",13,individual,0~5min,5min~10min,10,3,2,1,1,0,3,3,3,2
1985838,2007,2016,"80,639804",5,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1327428,1978,2016,"83,891409",11,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
2681412,2007,2016,"128,856461",21,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1592916,2006,2016,"83,891409",1,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2567256,2007,2016,"128,856461",6,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1592916,1986,2016,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1311504,1978,2016,"83,891409",10,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
1539822,2006,2016,"79,617871",11,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1821234,2015,2016,"77,295296",19,individual,0~5min,5min~10min,10,3,2,1,1,0,3,3,3,2
1619466,1986,2016,"105,073293",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
637164,1997,2016,"39,94829",5,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1699110,2009,2016,"84,54173",10,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1550442,2009,2016,"84,54173",3,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
2150442,2013,2016,"84,263021",28,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2150442,2013,2016,"84,54173",9,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
2198226,2013,2016,"84,54173",7,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1460172,2006,2016,"59,086308",6,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
359466,2014,2016,"14,492868",17,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
333978,2014,2016,"12,541905",13,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
2787606,2007,2016,"157,00607",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2230086,2007,2016,"118,265519",7,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1646016,2006,2016,"75,994654",24,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1752210,2015,2016,"59,829532",18,individual,5min~10min,5min~10min,24,1,1,2,1,1,2,1,1,1
1088490,1993,2016,"59,829532",21,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1460172,2014,2016,"59,45792",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1417698,2005,2016,"69,026929",3,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2028318,2014,2016,"84,913342",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2070792,2014,2016,"84,913342",21,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2044242,2014,2016,"84,913342",11,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2484954,2014,2016,"101,450076",21,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
392916,1992,2016,"32,980565",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2054862,2014,2016,"84,913342",6,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1709730,2014,2016,"78,595938",2,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
2044242,2014,2016,"84,913342",7,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
2113272,1993,2016,"163,602183",21,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1077876,1993,2016,"59,829532",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2166366,2014,2016,"84,913342",18,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1858404,2014,2016,"84,54173",3,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
716814,1992,2016,"53,512128",7,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1592916,2014,2016,"59,829532",9,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1592916,2008,2016,"77,016587",2,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
775218,1992,2016,"59,45792",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
751326,1992,2016,"53,512128",4,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2017698,2014,2016,"84,263021",29,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
488490,1992,2016,"32,980565",6,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
2283180,2008,2016,"108,417801",18,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
2203536,2014,2016,"84,913342",4,individual,0~5min,0-5min,12,0,0,0,0,0,0,0,0,0
1927428,2014,2016,"78,595938",29,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1683180,2005,2016,"84,913342",23,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1855752,2014,2016,"84,913342",3,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1555752,2014,2016,"59,45792",7,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1515924,2006,2016,"83,891409",3,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
